id,duplicate_group,split
SYN-03349,1114,train
SYN-03350,1115,validation
SYN-03351,3557,test
SYN-03352,36,train
SYN-03353,3797,train
SYN-03354,36,train
SYN-03355,273,train
SYN-03356,1116,validation
SYN-03357,1117,train
SYN-03358,1118,train
SYN-03359,3495,train
SYN-03360,786,train
SYN-03361,1263,train
SYN-03362,36,train
SYN-03363,2999,train
SYN-03364,1119,validation
SYN-03365,1120,validation
SYN-03366,3630,train
SYN-03367,1121,train
SYN-03368,3603,train
SYN-03369,1122,train
SYN-03370,3205,train
SYN-03371,1123,test
SYN-03372,1124,train
SYN-03373,1125,train
SYN-03374,265,train
SYN-03375,1126,validation
SYN-03376,794,train
SYN-03377,1127,train
SYN-03378,3580,train
SYN-03379,4045,train
SYN-03380,4043,train
SYN-03381,472,train
SYN-03382,200,train
SYN-03383,49,train
SYN-03384,1128,train
SYN-03385,1190,train
SYN-03386,200,train
SYN-03387,1129,train
SYN-03388,1018,train
SYN-03389,752,train
SYN-03390,1130,train
SYN-03391,3580,train
SYN-03392,1131,train
SYN-03393,1132,test
SYN-03394,2032,train
SYN-03395,1891,test
SYN-03396,1133,train
SYN-03397,428,test
SYN-03398,2079,train
SYN-03399,1134,train
SYN-03400,1135,train
SYN-03401,200,train
SYN-03402,472,train
SYN-03403,1136,validation
SYN-03404,1137,validation
SYN-03405,2482,test
SYN-03406,2313,test
SYN-03407,1138,validation
SYN-03408,1139,validation
SYN-03409,991,train
SYN-03410,1140,train
SYN-03411,1141,train
SYN-03412,1142,validation
SYN-03413,1143,train
SYN-03414,1144,train
SYN-03415,49,train
SYN-03416,1485,train
SYN-03417,1263,train
SYN-03418,1145,train
SYN-03419,1146,train
SYN-03420,1190,train
SYN-03421,3513,train
SYN-03422,2369,train
SYN-03423,1147,train
SYN-03424,1831,test
SYN-03425,1148,validation
SYN-03426,2135,train
SYN-03427,502,train
SYN-03428,1149,test
SYN-03429,2482,test
SYN-03430,333,train
SYN-03431,1150,validation
SYN-03432,1831,test
SYN-03433,1151,train
SYN-03434,2482,test
SYN-03435,3264,test
SYN-03436,200,train
SYN-03437,343,train
SYN-03438,1152,train
SYN-03439,504,validation
SYN-03440,4064,train
SYN-03441,3560,train
SYN-03442,991,train
SYN-03443,2452,train
SYN-03444,1153,train
SYN-03445,298,validation
SYN-03446,1154,validation
SYN-03447,3189,validation
SYN-03448,1155,train
SYN-03449,1156,test
SYN-03450,200,train
SYN-03451,2032,train
SYN-03452,1157,validation
SYN-03453,1158,test
SYN-03454,1159,train
SYN-03455,3189,validation
SYN-03456,1160,test
SYN-03457,1161,train
SYN-03458,1162,validation
SYN-03459,1163,train
SYN-03460,3244,train
SYN-03461,3139,train
SYN-03462,1164,test
SYN-03463,1165,validation
SYN-03464,1166,train
SYN-03465,200,train
SYN-03466,1167,train
SYN-03467,1168,train
SYN-03468,1169,train
SYN-03469,316,train
SYN-03470,1170,train
SYN-03471,1171,validation
SYN-03472,3244,train
SYN-03473,2032,train
SYN-03474,3060,test
SYN-03475,1172,train
SYN-03476,1173,train
SYN-03477,3966,train
SYN-03478,36,train
SYN-03479,3495,train
SYN-03480,3386,train
SYN-03481,1174,train
SYN-03482,2327,train
SYN-03483,1175,test
SYN-03484,1176,train
SYN-03485,1488,train
SYN-03486,1177,test
SYN-03487,195,train
SYN-03488,1178,train
SYN-03489,200,train
SYN-03490,1179,validation
SYN-03491,1180,train
SYN-03492,3580,train
SYN-03493,1181,train
SYN-03494,1182,test
SYN-03495,646,train
SYN-03496,1183,test
SYN-03497,794,train
SYN-03498,1184,test
SYN-03499,1061,test
SYN-03500,1190,train
SYN-03501,1185,train
SYN-03502,1186,train
SYN-03503,1187,train
SYN-03504,2999,train
SYN-03505,1188,train
SYN-03506,1189,train
SYN-03507,1190,train
SYN-03508,472,train
SYN-03509,1191,train
SYN-03510,4043,train
SYN-03511,1192,train
SYN-03512,1193,train
SYN-03513,3344,validation
SYN-03514,1194,validation
SYN-03515,1195,train
SYN-03516,49,train
SYN-03517,2335,train
SYN-03518,1196,train
SYN-03519,1190,train
SYN-03520,4064,train
SYN-03521,1197,train
SYN-03522,472,train
SYN-03523,2586,train
SYN-03524,19,train
SYN-03525,1198,validation
SYN-03526,1199,validation
SYN-03527,2437,test
SYN-03528,2135,train
SYN-03529,1439,train
SYN-03530,112,test
SYN-03531,1200,train
SYN-03532,15,test
SYN-03533,1201,train
SYN-03534,1202,test
SYN-03535,1203,test
SYN-03536,1204,train
SYN-03537,736,train
SYN-03538,195,train
SYN-03539,1205,train
SYN-03540,2999,train
SYN-03541,2452,train
SYN-03542,49,train
SYN-03543,4064,train
SYN-03544,1206,validation
SYN-03545,1018,train
SYN-03546,102,train
SYN-03547,1207,train
SYN-03548,1208,validation
SYN-03549,1209,train
SYN-03550,679,train
SYN-03551,3819,validation
SYN-03552,2313,test
SYN-03553,1210,train
SYN-03554,1211,validation
SYN-03555,1212,train
SYN-03556,794,train
SYN-03557,1213,train
SYN-03558,1214,test
SYN-03559,239,train
SYN-03560,1215,train
SYN-03561,2032,train
SYN-03562,1153,train
SYN-03563,1216,train
SYN-03564,634,train
SYN-03565,3189,validation
SYN-03566,1460,train
SYN-03567,634,train
SYN-03568,1217,train
SYN-03569,1218,train
SYN-03570,1219,train
SYN-03571,4008,train
SYN-03572,1220,train
SYN-03573,1221,validation
SYN-03574,646,train
SYN-03575,1222,train
SYN-03576,1223,test
SYN-03577,599,train
SYN-03578,4343,validation
SYN-03579,1224,train
SYN-03580,4008,train
SYN-03581,644,test
SYN-03582,1061,test
SYN-03583,1225,train
SYN-03584,1330,train
SYN-03585,1226,train
SYN-03586,200,train
SYN-03587,1227,train
SYN-03588,1228,train
SYN-03589,1941,train
SYN-03590,1330,train
SYN-03591,3971,train
SYN-03592,1229,validation
SYN-03593,1230,train
SYN-03594,472,train
SYN-03595,1190,train
SYN-03596,1231,train
SYN-03597,2811,train
SYN-03598,786,train
SYN-03599,3797,train
SYN-03600,2117,train
SYN-03601,1232,test
SYN-03602,182,train
SYN-03603,1233,train
SYN-03604,1234,train
SYN-03605,1235,train
SYN-03606,265,train
SYN-03607,1236,train
SYN-03608,991,train
SYN-03609,1237,train
SYN-03610,1238,train
SYN-03611,2032,train
SYN-03612,239,train
SYN-03613,3572,validation
SYN-03614,1190,train
SYN-03615,1239,train
SYN-03616,1240,train
SYN-03617,1190,train
SYN-03618,2431,train
SYN-03619,3244,train
SYN-03620,1220,train
SYN-03621,1241,train
SYN-03622,2988,test
SYN-03623,1220,train
SYN-03624,343,train
SYN-03625,1242,train
SYN-03626,1243,test
SYN-03627,1244,train
SYN-03628,1245,validation
SYN-03629,1246,train
SYN-03630,1247,validation
SYN-03631,4124,train
SYN-03632,2495,train
SYN-03633,1248,validation
SYN-03634,1249,train
SYN-03635,4355,validation
SYN-03636,1250,train
SYN-03637,200,train
SYN-03638,2032,train
SYN-03639,1251,train
SYN-03640,2579,train
SYN-03641,1252,test
SYN-03642,1253,train
SYN-03643,4459,train
SYN-03644,3797,train
SYN-03645,1889,train
SYN-03646,1254,train
SYN-03647,1255,train
SYN-03648,1330,train
SYN-03649,1256,test
SYN-03650,1831,test
SYN-03651,1257,test
SYN-03652,1258,test
SYN-03653,306,validation
SYN-03654,1259,train
SYN-03655,4440,train
SYN-03656,3478,train
SYN-03657,1260,train
SYN-03658,3007,test
SYN-03659,1261,test
SYN-03660,1262,train
SYN-03661,1263,train
SYN-03662,2319,train
SYN-03663,1264,train
SYN-03664,1265,validation
SYN-03665,4130,train
SYN-03666,1266,train
SYN-03667,21,train
SYN-03668,2327,train
SYN-03669,1267,train
SYN-03670,1268,validation
SYN-03671,4186,train
SYN-03672,4138,train
SYN-03673,3797,train
SYN-03674,1269,train
SYN-03675,3244,train
SYN-03676,1270,train
SYN-03677,1271,validation
SYN-03678,1272,train
SYN-03679,1273,train
SYN-03680,1274,train
SYN-03681,1275,train
SYN-03682,1276,train
SYN-03683,3194,train
SYN-03684,1330,train
SYN-03685,1277,test
SYN-03686,3808,validation
SYN-03687,298,validation
SYN-03688,249,train
SYN-03689,1278,train
SYN-03690,1264,train
SYN-03691,3189,validation
SYN-03692,1396,validation
SYN-03693,3653,validation
SYN-03694,1279,train
SYN-03695,1280,train
SYN-03696,1281,test
SYN-03697,4264,train
SYN-03698,3120,train
SYN-03699,794,train
SYN-03700,1282,validation
SYN-03701,1283,test
SYN-03702,1284,validation
SYN-03703,1285,train
SYN-03704,1330,train
SYN-03705,634,train
SYN-03706,1286,train
SYN-03707,1287,train
SYN-03708,3495,train
SYN-03709,1288,train
SYN-03710,3570,train
SYN-03711,1264,train
SYN-03712,1289,train
SYN-03713,1290,validation
SYN-03714,1291,train
SYN-03715,1292,train
SYN-03716,867,train
SYN-03717,3471,validation
SYN-03718,1293,validation
SYN-03719,1294,validation
SYN-03720,3495,train
SYN-03721,3797,train
SYN-03722,4008,train
SYN-03723,885,train
SYN-03724,3021,train
SYN-03725,4355,validation
SYN-03726,3854,train
SYN-03727,1295,validation
SYN-03728,4309,train
SYN-03729,1296,train
SYN-03730,1297,test
SYN-03731,262,train
SYN-03732,1298,validation
SYN-03733,1299,train
SYN-03734,49,train
SYN-03735,1300,train
SYN-03736,1301,train
SYN-03737,2897,train
SYN-03738,1937,train
SYN-03739,1302,train
SYN-03740,1303,train
SYN-03741,1304,train
SYN-03742,1305,validation
SYN-03743,1306,train
SYN-03744,1307,validation
SYN-03745,946,test
SYN-03746,1718,train
SYN-03747,1308,train
SYN-03748,1309,train
SYN-03749,2482,test
SYN-03750,3344,validation
SYN-03751,213,validation
SYN-03752,991,train
SYN-03753,1310,test
SYN-03754,991,train
SYN-03755,1311,train
SYN-03756,1312,validation
SYN-03757,49,train
SYN-03758,1313,test
SYN-03759,1314,train
SYN-03760,1863,validation
SYN-03761,36,train
SYN-03762,1315,train
SYN-03763,4291,train
SYN-03764,1316,validation
SYN-03765,3669,train
SYN-03766,1317,train
SYN-03767,3189,validation
SYN-03768,1318,test
SYN-03769,1319,train
SYN-03770,1320,train
SYN-03771,298,validation
SYN-03772,1321,test
SYN-03773,36,train
SYN-03774,1322,train
SYN-03775,1323,train
SYN-03776,1324,validation
SYN-03777,904,train
SYN-03778,3797,train
SYN-03779,1325,train
SYN-03780,1326,train
SYN-03781,1327,test
SYN-03782,4263,train
SYN-03783,1328,train
SYN-03784,1329,train
SYN-03785,1264,train
SYN-03786,1330,train
SYN-03787,3189,validation
SYN-03788,1331,train
SYN-03789,602,train
SYN-03790,1003,test
SYN-03791,1332,validation
SYN-03792,1333,train
SYN-03793,1334,train
SYN-03794,2482,test
SYN-03795,216,train
SYN-03796,379,train
SYN-03797,3060,test
SYN-03798,1335,train
SYN-03799,1336,test
SYN-03800,1337,test
SYN-03801,200,train
SYN-03802,1237,train
SYN-03803,36,train
SYN-03804,428,test
SYN-03805,1338,train
SYN-03806,1448,train
SYN-03807,1330,train
SYN-03808,634,train
SYN-03809,684,test
SYN-03810,262,train
SYN-03811,4045,train
SYN-03812,4289,train
SYN-03813,1339,validation
SYN-03814,3584,train
SYN-03815,472,train
SYN-03816,1340,train
SYN-03817,19,train
SYN-03818,200,train
SYN-03819,4008,train
SYN-03820,2032,train
SYN-03821,1803,train
SYN-03822,1341,validation
SYN-03823,1718,train
SYN-03824,2482,test
SYN-03825,1263,train
SYN-03826,1342,test
SYN-03827,4045,train
SYN-03828,1343,train
SYN-03829,3021,train
SYN-03830,1190,train
SYN-03831,1344,train
SYN-03832,1345,train
SYN-03833,1346,train
SYN-03834,3797,train
SYN-03835,1107,test
SYN-03836,3495,train
SYN-03837,733,train
SYN-03838,1347,train
SYN-03839,1348,train
SYN-03840,3607,train
SYN-03841,1349,train
SYN-03842,239,train
SYN-03843,1237,train
SYN-03844,1350,train
SYN-03845,1351,train
SYN-03846,1352,train
SYN-03847,1330,train
SYN-03848,1353,test
SYN-03849,644,test
SYN-03850,93,train
SYN-03851,1190,train
SYN-03852,3344,validation
SYN-03853,239,train
SYN-03854,3045,test
SYN-03855,4104,validation
SYN-03856,93,train
SYN-03857,937,train
SYN-03858,1354,test
SYN-03859,1355,train
SYN-03860,1356,train
SYN-03861,4076,test
SYN-03862,1357,test
SYN-03863,36,train
SYN-03864,954,test
SYN-03865,1358,train
SYN-03866,2079,train
SYN-03867,1359,validation
SYN-03868,1264,train
SYN-03869,1360,train
SYN-03870,185,test
SYN-03871,1361,validation
SYN-03872,1362,train
SYN-03873,4008,train
SYN-03874,1363,test
SYN-03875,1190,train
SYN-03876,49,train
SYN-03877,3580,train
SYN-03878,3344,validation
SYN-03879,3189,validation
SYN-03880,1364,train
SYN-03881,3503,train
SYN-03882,2512,validation
SYN-03883,3881,train
SYN-03884,1365,train
SYN-03885,1366,train
SYN-03886,3189,validation
SYN-03887,2999,train
SYN-03888,1367,train
SYN-03889,3580,train
SYN-03890,1368,train
SYN-03891,1369,train
SYN-03892,3189,validation
SYN-03893,1370,validation
SYN-03894,4045,train
SYN-03895,1371,train
SYN-03896,36,train
SYN-03897,1372,validation
SYN-03898,1373,train
SYN-03899,3471,validation
SYN-03900,1374,train
SYN-03901,1375,train
SYN-03902,3249,train
SYN-03903,2135,train
SYN-03904,2313,test
SYN-03905,2032,train
SYN-03906,3797,train
SYN-03907,1376,train
SYN-03908,3945,train
SYN-03909,1377,train
SYN-03910,361,validation
SYN-03911,2527,train
SYN-03912,82,train
SYN-03913,1378,train
SYN-03914,1153,train
SYN-03915,634,train
SYN-03916,977,train
SYN-03917,3580,train
SYN-03918,1379,train
SYN-03919,1380,train
SYN-03920,1381,train
SYN-03921,1382,validation
SYN-03922,1395,train
SYN-03923,1383,train
SYN-03924,2032,train
SYN-03925,10,test
SYN-03926,1384,train
SYN-03927,1385,train
SYN-03928,3610,train
SYN-03929,1386,train
SYN-03930,1387,train
SYN-03931,2999,train
SYN-03932,1388,train
SYN-03933,991,train
SYN-03934,3244,train
SYN-03935,3495,train
SYN-03936,1389,train
SYN-03937,1030,validation
SYN-03938,1390,train
SYN-03939,1391,train
SYN-03940,3797,train
SYN-03941,1392,train
SYN-03942,3797,train
SYN-03943,1393,train
SYN-03944,3572,validation
SYN-03945,29,test
SYN-03946,1394,train
SYN-03947,1395,train
SYN-03948,1396,validation
SYN-03949,50,validation
SYN-03950,1397,train
SYN-03951,1263,train
SYN-03952,1398,train
SYN-03953,472,train
SYN-03954,1190,train
SYN-03955,184,test
SYN-03956,1399,train
SYN-03957,2032,train
SYN-03958,1400,train
SYN-03959,1190,train
SYN-03960,171,train
SYN-03961,102,train
SYN-03962,1401,train
SYN-03963,1402,train
SYN-03964,1403,test
SYN-03965,1404,validation
SYN-03966,2727,test
SYN-03967,1405,validation
SYN-03968,102,train
SYN-03969,1406,train
SYN-03970,781,train
SYN-03971,2032,train
SYN-03972,4253,train
SYN-03973,2999,train
SYN-03974,1407,train
SYN-03975,1408,validation
SYN-03976,1330,train
SYN-03977,1409,train
SYN-03978,634,train
SYN-03979,1410,train
SYN-03980,1330,train
SYN-03981,4064,train
SYN-03982,1411,train
SYN-03983,4196,train
SYN-03984,1412,train
SYN-03985,977,train
SYN-03986,4304,train
SYN-03987,3797,train
SYN-03988,3819,validation
SYN-03989,3244,train
SYN-03990,2117,train
SYN-03991,634,train
SYN-03992,1413,test
SYN-03993,181,train
SYN-03994,1414,train
SYN-03995,1415,train
SYN-03996,1153,train
SYN-03997,2032,train
SYN-03998,1416,train
SYN-03999,93,train
SYN-04000,93,train
SYN-04001,1417,train
SYN-04002,1418,train
SYN-04003,270,train
SYN-04004,1419,train
SYN-04005,1420,validation
SYN-04006,1421,train
SYN-04007,3580,train
SYN-04008,19,train
SYN-04009,991,train
SYN-04010,3181,train
SYN-04011,794,train
SYN-04012,1422,validation
SYN-04013,1423,train
SYN-04014,472,train
SYN-04015,3189,validation
SYN-04016,1249,train
SYN-04017,3386,train
SYN-04018,4045,train
SYN-04019,1424,train
SYN-04020,1425,train
SYN-04021,36,train
SYN-04022,3471,validation
SYN-04023,1426,train
SYN-04024,3244,train
SYN-04025,1427,test
SYN-04026,1000,test
SYN-04027,1428,test
SYN-04028,1429,test
SYN-04029,1153,train
SYN-04030,1430,validation
SYN-04031,3495,train
SYN-04032,1853,train
SYN-04033,1431,validation
SYN-04034,1432,train
SYN-04035,2135,train
SYN-04036,4153,validation
SYN-04037,1433,train
SYN-04038,794,train
SYN-04039,1434,train
SYN-04040,1435,train
SYN-04041,1436,test
SYN-04042,1437,train
SYN-04043,3826,train
SYN-04044,3264,test
SYN-04045,2369,train
SYN-04046,3264,test
SYN-04047,1438,train
SYN-04048,1439,train
SYN-04049,4008,train
SYN-04050,1440,train
SYN-04051,3797,train
SYN-04052,1441,train
SYN-04053,239,train
SYN-04054,1442,test
SYN-04055,4263,train
SYN-04056,2032,train
SYN-04057,1443,validation
SYN-04058,1444,train
SYN-04059,1445,test
SYN-04060,3580,train
SYN-04061,3495,train
SYN-04062,36,train
SYN-04063,1551,train
SYN-04064,3264,test
SYN-04065,1446,test
SYN-04066,1190,train
SYN-04067,1447,train
SYN-04068,1448,train
SYN-04069,200,train
SYN-04070,3580,train
SYN-04071,1449,train
SYN-04072,26,test
SYN-04073,634,train
SYN-04074,3580,train
SYN-04075,1450,test
SYN-04076,1857,train
SYN-04077,1451,train
SYN-04078,1452,train
SYN-04079,1453,test
SYN-04080,1454,validation
SYN-04081,2079,train
SYN-04082,1455,train
SYN-04083,1456,train
SYN-04084,4045,train
SYN-04085,1457,test
SYN-04086,252,train
SYN-04087,2032,train
SYN-04088,3244,train
SYN-04089,1458,test
SYN-04090,2032,train
SYN-04091,3797,train
SYN-04092,1459,train
SYN-04093,3579,train
SYN-04094,2811,train
SYN-04095,3244,train
SYN-04096,49,train
SYN-04097,1460,train
SYN-04098,1196,train
SYN-04099,1461,train
SYN-04100,634,train
SYN-04101,107,train
SYN-04102,4198,train
SYN-04103,991,train
SYN-04104,1462,train
SYN-04105,1463,validation
SYN-04106,1464,train
SYN-04107,1465,test
SYN-04108,1466,validation
SYN-04109,1467,train
SYN-04110,49,train
SYN-04111,1153,train
SYN-04112,2032,train
SYN-04113,1468,test
SYN-04114,2897,train
SYN-04115,1469,train
SYN-04116,2327,train
SYN-04117,1470,train
SYN-04118,1471,train
SYN-04119,1472,train
SYN-04120,1473,validation
SYN-04121,200,train
SYN-04122,1474,train
SYN-04123,1475,train
SYN-04124,794,train
SYN-04125,1476,train
SYN-04126,1190,train
SYN-04127,1477,train
SYN-04128,3580,train
SYN-04129,1478,test
SYN-04130,36,train
SYN-04131,200,train
SYN-04132,3257,train
SYN-04133,1479,train
SYN-04134,1480,train
SYN-04135,2896,train
SYN-04136,2157,train
SYN-04137,1481,train
SYN-04138,1482,train
SYN-04139,1483,validation
SYN-04140,1484,validation
SYN-04141,2999,train
SYN-04142,4043,train
SYN-04143,2285,test
SYN-04144,3189,validation
SYN-04145,1485,train
SYN-04146,2693,train
SYN-04147,1330,train
SYN-04148,3189,validation
SYN-04149,3323,test
SYN-04150,1486,train
SYN-04151,1487,train
SYN-04152,3021,train
SYN-04153,1488,train
SYN-04154,2897,train
SYN-04155,200,train
SYN-04156,1489,train
SYN-04157,1490,train
SYN-04158,1491,train
SYN-04159,1492,test
SYN-04160,1493,train
SYN-04161,50,validation
SYN-04162,7,train
SYN-04163,1494,train
SYN-04164,19,train
SYN-04165,4304,train
SYN-04166,1330,train
SYN-04167,1495,train
SYN-04168,1679,train
SYN-04169,1496,train
SYN-04170,2135,train
SYN-04171,200,train
SYN-04172,1330,train
SYN-04173,1497,validation
SYN-04174,2945,train
SYN-04175,1498,train
SYN-04176,1499,validation
SYN-04177,3344,validation
SYN-04178,1500,train
SYN-04179,1501,train
SYN-04180,3797,train
SYN-04181,1502,train
SYN-04182,1503,test
SYN-04183,49,train
SYN-04184,1504,train
SYN-04185,1505,train
SYN-04186,1506,validation
SYN-04187,1129,train
SYN-04188,1507,train
SYN-04189,1508,test
SYN-04190,1509,train
SYN-04191,1510,train
SYN-04192,200,train
SYN-04193,1511,train
SYN-04194,1512,train
SYN-04195,1513,train
SYN-04196,2999,train
SYN-04197,3580,train
SYN-04198,991,train
SYN-04199,646,train
SYN-04200,1514,validation
SYN-04201,1515,validation
SYN-04202,1516,test
SYN-04203,1517,test
SYN-04204,752,train
SYN-04205,1518,validation
SYN-04206,646,train
SYN-04207,1190,train
SYN-04208,3189,validation
SYN-04209,1061,test
SYN-04210,1519,train
SYN-04211,1181,train
SYN-04212,1520,train
SYN-04213,3822,train
SYN-04214,3244,train
SYN-04215,625,train
SYN-04216,472,train
SYN-04217,36,train
SYN-04218,1521,train
SYN-04219,1522,train
SYN-04220,2327,train
SYN-04221,1523,train
SYN-04222,1524,train
SYN-04223,343,train
SYN-04224,3731,test
SYN-04225,1525,validation
SYN-04226,3189,validation
SYN-04227,1526,train
SYN-04228,3386,train
SYN-04229,3241,test
SYN-04230,93,train
SYN-04231,736,train
SYN-04232,1527,test
SYN-04233,1528,train
SYN-04234,3189,validation
SYN-04235,1529,train
SYN-04236,1530,train
SYN-04237,2327,train
SYN-04238,200,train
SYN-04239,1531,train
SYN-04240,1532,train
SYN-04241,3344,validation
SYN-04242,472,train
SYN-04243,2032,train
SYN-04244,3183,train
SYN-04245,1533,train
SYN-04246,200,train
SYN-04247,1602,train
SYN-04248,2790,test
SYN-04249,1534,train
SYN-04250,855,train
SYN-04251,3344,validation
SYN-04252,2032,train
SYN-04253,1535,train
SYN-04254,1536,validation
SYN-04255,1537,train
SYN-04256,1538,validation
SYN-04257,49,train
SYN-04258,1539,test
SYN-04259,813,test
SYN-04260,634,train
SYN-04261,1540,train
SYN-04262,1541,train
SYN-04263,3021,train
SYN-04264,1764,train
SYN-04265,1542,train
SYN-04266,1543,test
SYN-04267,2369,train
SYN-04268,1544,train
SYN-04269,93,train
SYN-04270,1545,train
SYN-04271,2088,train
SYN-04272,1546,train
SYN-04273,2079,train
SYN-04274,1547,train
SYN-04275,1404,validation
SYN-04276,2301,train
SYN-04277,3099,train
SYN-04278,786,train
SYN-04279,1548,train
SYN-04280,1066,train
SYN-04281,3189,validation
SYN-04282,1549,train
SYN-04283,1550,validation
SYN-04284,646,train
SYN-04285,1042,train
SYN-04286,4045,train
SYN-04287,1190,train
SYN-04288,1551,train
SYN-04289,1552,train
SYN-04290,1553,train
SYN-04291,3471,validation
SYN-04292,1011,train
SYN-04293,1554,validation
SYN-04294,4064,train
SYN-04295,200,train
SYN-04296,2077,train
SYN-04297,1230,train
SYN-04298,991,train
SYN-04299,1555,train
SYN-04300,1556,train
SYN-04301,1557,train
SYN-04302,3625,train
SYN-04303,1558,train
SYN-04304,3344,validation
SYN-04305,1559,validation
SYN-04306,1560,train
SYN-04307,2327,train
SYN-04308,3580,train
SYN-04309,1561,validation
SYN-04310,634,train
SYN-04311,2964,validation
SYN-04312,1153,train
SYN-04313,752,train
SYN-04314,569,train
SYN-04315,3797,train
SYN-04316,1562,train
SYN-04317,1563,train
SYN-04318,1564,test
SYN-04319,3487,train
SYN-04320,1565,train
SYN-04321,1125,train
SYN-04322,49,train
SYN-04323,1566,train
SYN-04324,991,train
SYN-04325,3021,train
SYN-04326,1567,train
SYN-04327,3797,train
SYN-04328,185,test
SYN-04329,1568,train
SYN-04330,1569,train
SYN-04331,3386,train
SYN-04332,1570,validation
SYN-04333,1571,test
SYN-04334,1572,train
SYN-04335,1573,train
SYN-04336,551,train
SYN-04337,43,validation
SYN-04338,1574,train
SYN-04339,1575,train
SYN-04340,2874,train
SYN-04341,1576,validation
SYN-04342,1330,train
SYN-04343,1577,validation
SYN-04344,1578,train
SYN-04345,1579,train
SYN-04346,1580,test
SYN-04347,4335,train
SYN-04348,991,train
SYN-04349,730,train
SYN-04350,1581,train
SYN-04351,1582,train
SYN-04352,2676,test
SYN-04353,1583,train
SYN-04354,1584,train
SYN-04355,36,train
SYN-04356,1585,train
SYN-04357,2032,train
SYN-04358,1586,validation
SYN-04359,1587,train
SYN-04360,3189,validation
SYN-04361,3264,test
SYN-04362,2032,train
SYN-04363,4263,train
SYN-04364,472,train
SYN-04365,4345,train
SYN-04366,1588,train
SYN-04367,991,train
SYN-04368,1589,test
SYN-04369,1590,train
SYN-04370,3264,test
SYN-04371,1591,train
SYN-04372,947,train
SYN-04373,1592,train
SYN-04374,1593,train
SYN-04375,1594,train
SYN-04376,2079,train
SYN-04377,2212,train
SYN-04378,1595,train
SYN-04379,1596,validation
SYN-04380,1597,train
SYN-04381,2568,validation
SYN-04382,93,train
SYN-04383,2313,test
SYN-04384,1125,train
SYN-04385,3675,validation
SYN-04386,2079,train
SYN-04387,4043,train
SYN-04388,1598,train
SYN-04389,200,train
SYN-04390,2790,test
SYN-04391,239,train
SYN-04392,1599,train
SYN-04393,3580,train
SYN-04394,1600,train
SYN-04395,1601,train
SYN-04396,1602,train
SYN-04397,1603,train
SYN-04398,1604,train
SYN-04399,733,train
SYN-04400,1605,train
SYN-04401,36,train
SYN-04402,3264,test
SYN-04403,1606,train
SYN-04404,1607,train
SYN-04405,794,train
SYN-04406,1608,train
SYN-04407,19,train
SYN-04408,379,train
SYN-04409,1609,validation
SYN-04410,1610,train
SYN-04411,3797,train
SYN-04412,2032,train
SYN-04413,1611,train
SYN-04414,1612,train
SYN-04415,786,train
SYN-04416,1613,train
SYN-04417,1330,train
SYN-04418,2452,train
SYN-04419,3797,train
SYN-04420,4045,train
SYN-04421,1526,train
SYN-04422,1614,train
SYN-04423,1615,train
SYN-04424,1616,train
SYN-04425,3021,train
SYN-04426,1617,train
SYN-04427,3189,validation
SYN-04428,1618,test
SYN-04429,1619,train
SYN-04430,1620,train
SYN-04431,3264,test
SYN-04432,991,train
SYN-04433,1621,train
SYN-04434,3575,train
SYN-04435,1622,train
SYN-04436,1831,test
SYN-04437,1623,train
SYN-04438,1624,test
SYN-04439,1625,validation
SYN-04440,1330,train
SYN-04441,1626,validation
SYN-04442,1627,train
SYN-04443,1628,validation
SYN-04444,472,train
SYN-04445,2079,train
SYN-04446,4043,train
SYN-04447,1629,test
SYN-04448,1630,train
SYN-04449,49,train
SYN-04450,1631,validation
SYN-04451,472,train
SYN-04452,1632,train
SYN-04453,3797,train
SYN-04454,1633,validation
SYN-04455,19,train
SYN-04456,4144,train
SYN-04457,1634,validation
SYN-04458,1635,train
SYN-04459,991,train
SYN-04460,1636,train
SYN-04461,1637,train
SYN-04462,692,train
SYN-04463,1638,validation
SYN-04464,1639,train
SYN-04465,1640,train
SYN-04466,1641,train
SYN-04467,3787,train
SYN-04468,1642,train
SYN-04469,1643,train
SYN-04470,1644,test
SYN-04471,4008,train
SYN-04472,1645,train
SYN-04473,3923,train
SYN-04474,1646,train
SYN-04475,1647,train
SYN-04476,1061,test
SYN-04477,19,train
SYN-04478,1125,train
SYN-04479,1648,train
SYN-04480,1330,train
SYN-04481,239,train
SYN-04482,200,train
SYN-04483,1330,train
SYN-04484,1649,validation
SYN-04485,1650,validation
SYN-04486,405,train
SYN-04487,2032,train
SYN-04488,1651,test
SYN-04489,1652,train
SYN-04490,1653,train
SYN-04491,3344,validation
SYN-04492,2527,train
SYN-04493,4045,train
SYN-04494,1654,test
SYN-04495,1655,train
SYN-04496,3495,train
SYN-04497,2032,train
SYN-04498,3580,train
SYN-04499,263,train
SYN-04500,3021,train
SYN-04501,1656,train
SYN-04502,1657,train
SYN-04503,4217,validation
SYN-04504,1658,validation
SYN-04505,1659,train
SYN-04506,1928,train
SYN-04507,2032,train
SYN-04508,794,train
SYN-04509,794,train
SYN-04510,49,train
SYN-04511,1660,test
SYN-04512,200,train
SYN-04513,1661,train
SYN-04514,1662,train
SYN-04515,3407,train
SYN-04516,1061,test
SYN-04517,1663,train
SYN-04518,2566,validation
